StudentID,StudentName,Grade,Email,AssessmentID,Subject,TotalMarks,QuestionID,CorrectAnswer,ResultID,MarksObtained,Percentage,AttemptDate,TeacherName,AttendanceStatus
STU000187,Cedric Bane,Grade 7,cedric.bane831@school.edu,ASM00188,Accounts,200,Q000187,D,RES000187,55,27.5,2024-03-20,Ms. Patel,Excused
STU000188,Robert Burdick,Grade 12,robert.burdick828@school.edu,ASM00189,Physics,100,Q000188,A,RES000188,44,44.0,2025-03-20,Mr. Verma,Present
STU000189,Aaron Bachand,Class 7,aaron.bachand154@school.edu,ASM00190,Biology,50,Q000189,A,RES000189,43,86.0,2025-02-06,Ms. Gupta,Excused
STU000190,Hattie Newton,Grade 10,hattie.newton562@school.edu,ASM00191,Physics,200,Q000190,B,RES000190,111,55.5,2025-12-15,Mr. Shah,Absent
STU000191,Hedy Hess,Grade 12,abc@gmail.com,ASM00192,History,50,Q000191,C,RES000191,42,84.0,2025-02-27,Mr. Verma,Late
STU000193,Donald Cardona,Grade 9,donald.cardona215@school.edu,ASM00194,Biology,200,Q000193,A,RES000193,123,61.5,2025-09-29,Ms. Nair,Present
STU000194,Christopher Vannatta,Grade 10,christopher.vannatta69@school.edu,ASM00195,History,50,Q000194,D,RES000194,18,36.0,2025-10-26,Mr. Kumar,Late
STU000195,John Cockerham,Grade 9,john.cockerham23@school.edu,ASM00196,Economics,100,Q000195,C,RES000195,62,62.0,2025-02-06,Mr. Shah,Late
STU000196,Herbert Smith,Grade 6,herbert.smith900@school.edu,ASM00197,Economics,75,Q000196,B,RES000196,19,25.33,2024-12-15,Mrs. Singh,Excused
STU000197,Omar Sierra,Class 8,omar.sierra994@school.edu,ASM00198,History,200,Q000197,B,RES000197,33,16.5,2024-07-30,Mr. Kumar,Late
STU000198,Tomeka Nunes,Grade 11,tomeka.nunes940@school.edu,ASM00199,Physics,75,Q000198,C,RES000198,40,53.33,2024-05-29,Mr. Verma,Excused
STU000200,Joshua Thomas,Grade 8,joshua.thomas666@school.edu,ASM00201,Geography,150,Q000200,A,RES000200,35,23.33,2024-06-16,Mrs. Singh,Present
STU000201,Alfred Schroeder,Class 6,alfred.schroeder888@school.edu,ASM00202,History,75,Q000201,D,RES000201,54,72.0,2025-02-18,Mr. Shah,Excused
STU000202,Aaron Burdick,Grade 6,aaron.burdick463@school.edu,ASM00203,Biology,50,Q000202,A,RES000202,35,70.0,2025-01-31,Mr. Verma,Late
STU000203,Barbara Constable,Class 7,barbara.constable942@school.edu,ASM00204,Chemistry,150,Q000203,B,RES000203,23,15.33,2025-05-27,Ms. Nair,Excused
STU000204,Jessica Frey,Grade 8,abc@gmail.com,ASM00205,Physics,50,Q000204,A,RES000204,45,90.0,2025-04-05,Mr. Kumar,Absent
STU000206,Jose Ernst,Class 6,jose.ernst6@school.edu,ASM00207,Biology,200,Q000206,D,RES000206,168,84.0,2025-05-02,Mr. Shah,Present
STU000207,Robert Stahlberg,Grade 11,robert.stahlberg152@school.edu,ASM00208,Mathematics,50,Q000207,C,RES000207,42,84.0,2025-08-14,Mr. Verma,Present
STU000209,Sara Todd,Grade 9,sara.todd424@school.edu,ASM00210,Biology,50,Q000209,D,RES000209,36,72.0,2025-10-06,Ms. Nair,Excused
STU000210,Daniel Webb,Class 6,daniel.webb509@school.edu,ASM00211,Computer Science,200,Q000210,A,RES000210,59,29.5,2025-12-26,Mrs. Singh,Present
STU000211,Bob Dambrosio,Class 7,bob.dambrosio342@school.edu,ASM00212,Biology,75,Q000211,C,RES000211,36,48.0,2024-09-17,Ms. Nair,Present
STU000212,Hedy Kline,Class 6,hedy.kline339@school.edu,ASM00213,Computer Science,75,Q000212,C,RES000212,61,81.33,2024-06-08,Ms. Gupta,Excused
STU000213,Laurie Schuler,Grade 11,laurie.schuler702@school.edu,ASM00214,Physics,100,Q000213,B,RES000213,3,3.0,2024-12-13,Mr. Verma,Absent
STU000214,Robert Nelson,Grade 7,robert.nelson279@school.edu,ASM00215,Computer Science,100,Q000214,C,RES000214,57,57.0,2024-11-05,Ms. Patel,Present
STU000215,Roberta Skaggs,Grade 11,roberta.skaggs158@school.edu,ASM00216,Computer Science,100,Q000215,B,RES000215,18,18.0,2024-04-10,Ms. Patel,Present
STU000216,Alexander Humphrey,Grade 11,alexander.humphrey609@school.edu,ASM00217,Computer Science,50,Q000216,C,RES000216,33,66.0,2025-11-05,Ms. Gupta,Late
STU000217,Randee White,Grade 10,randee.white153@school.edu,ASM00218,Physics,200,Q000217,C,RES000217,143,71.5,2025-06-10,Ms. Nair,Late
STU000218,Nancy Stroman,Class 7,nancy.stroman914@school.edu,ASM00219,Computer Science,75,Q000218,D,RES000218,3,4.0,2025-04-27,Ms. Nair,Present
STU000219,Margaret Davis,Grade 9,margaret.davis320@school.edu,ASM00220,Economics,150,Q000219,D,RES000219,145,96.67,2024-05-14,Mrs. Reddy,Excused
STU000220,Carolyn Thorne,Grade 10,carolyn.thorne918@school.edu,ASM00221,History,75,Q000220,A,RES000220,42,56.0,2024-11-28,Mr. Kumar,Excused
STU000221,Helga Casillas,Grade 7,helga.casillas131@school.edu,ASM00222,Geography,100,Q000221,C,RES000221,71,71.0,2025-10-27,Mr. Shah,Excused
STU000222,Harry Moore,Class 8,harry.moore349@school.edu,ASM00223,Geography,200,Q000222,A,RES000222,87,43.5,2025-07-11,Ms. Patel,Present
STU000223,Julie Lemieux,Grade 7,julie.lemieux72@school.edu,ASM00224,Accounts,100,Q000223,B,RES000223,63,63.0,2025-10-22,Mr. Verma,Present
STU000224,Paula Dambrosio,Grade 11,paula.dambrosio211@school.edu,ASM00225,English,150,Q000224,D,RES000224,88,58.67,2024-04-01,Mr. Sharma,Late
STU000225,James Boyle,Grade 6,james.boyle882@school.edu,ASM00226,Biology,200,Q000225,D,RES000225,100,50.0,2025-10-02,Mrs. Reddy,Excused
STU000226,Michael Leach,Grade 12,michael.leach947@school.edu,ASM00227,Chemistry,75,Q000226,A,RES000226,17,22.67,2024-01-12,Ms. Patel,Excused
STU000227,Lorena Burdick,Grade 12,lorena.burdick713@school.edu,ASM00228,Accounts,150,Q000227,D,RES000227,130,86.67,2025-03-10,Ms. Nair,Late
STU000229,Harold Menchaca,Class 8,harold.menchaca81@school.edu,ASM00230,Physics,150,Q000229,C,RES000229,19,12.67,2025-12-01,Mr. Shah,Late
STU000230,Patricia Rees,Grade 10,abc@gmail.com,ASM00231,English,50,Q000230,C,RES000230,44,88.0,2025-09-03,Mr. Verma,Excused
STU000231,Michael Monroe,Grade 8,michael.monroe497@school.edu,ASM00232,Economics,100,Q000231,C,RES000231,32,32.0,2024-05-15,Mr. Kumar,Present
STU000232,Marie Duke,Class 6,marie.duke802@school.edu,ASM00233,Chemistry,100,Q000232,B,RES000232,10,10.0,2024-05-28,Mr. Kumar,Excused
STU000233,Virginia Bedford,Grade 6,virginia.bedford271@school.edu,ASM00234,Chemistry,150,Q000233,B,RES000233,121,80.67,2024-11-04,Mr. Joshi,Excused
STU000234,Willie Hopkins,Grade 6,willie.hopkins324@school.edu,ASM00235,Physics,150,Q000234,A,RES000234,69,46.0,2024-12-09,Ms. Nair,Excused
STU000235,Tammy Baker,Grade 11,tammy.baker707@school.edu,ASM00236,Economics,50,Q000235,A,RES000235,4,8.0,2024-01-13,Mr. Sharma,Late
STU000236,Cliff Hohlstein,Class 8,cliff.hohlstein673@school.edu,ASM00237,Physics,50,Q000236,B,RES000236,38,76.0,2024-05-13,Ms. Patel,Absent
STU000237,Dorothy Cimini,Grade 11,abc@gmail.com,ASM00238,English,50,Q000237,C,RES000237,17,34.0,2024-03-04,Mrs. Singh,Late
STU000239,Ronnie Macias,Grade 6,ronnie.macias656@school.edu,ASM00240,Geography,75,Q000239,D,RES000239,42,56.0,2025-02-04,Ms. Patel,Excused
STU000240,Trudy Shea,Grade 7,trudy.shea838@school.edu,ASM00241,Accounts,100,Q000240,A,RES000240,87,87.0,2024-11-06,Mr. Verma,Late
STU000242,Jovita Docken,Grade 10,jovita.docken554@school.edu,ASM00243,Computer Science,50,Q000242,A,RES000242,2,4.0,2024-12-13,Mrs. Reddy,Present
STU000243,Bertha Powell,Grade 7,bertha.powell594@school.edu,ASM00244,Mathematics,150,Q000243,B,RES000243,4,2.67,2025-04-27,Ms. Patel,Present
STU000244,Lee Douglas,Grade 7,lee.douglas838@school.edu,ASM00245,Computer Science,50,Q000244,D,RES000244,12,24.0,2025-03-12,Mrs. Singh,Present
STU000245,Sean Lemons,Grade 10,sean.lemons65@school.edu,ASM00246,Chemistry,75,Q000245,B,RES000245,47,62.67,2025-07-20,Mr. Joshi,Absent
STU000246,Willard Eastman,Grade 8,willard.eastman7@school.edu,ASM00247,Physics,150,Q000246,B,RES000246,121,80.67,2025-12-09,Mr. Sharma,Excused
STU000247,Timothy Peel,Grade 11,timothy.peel643@school.edu,ASM00248,Geography,200,Q000247,A,RES000247,60,30.0,2024-07-15,Mr. Verma,Absent
STU000248,Kimberly Baker,Class 6,kimberly.baker865@school.edu,ASM00249,Chemistry,50,Q000248,B,RES000248,3,6.0,2025-10-22,Mrs. Reddy,Late
STU000249,Tim Foulkes,Class 6,tim.foulkes162@school.edu,ASM00250,Economics,50,Q000249,C,RES000249,15,30.0,2025-03-31,Ms. Patel,Absent
STU000250,Antonia Debellis,Grade 12,antonia.debellis423@school.edu,ASM00251,Biology,150,Q000250,D,RES000250,149,99.33,2025-05-11,Mr. Kumar,Absent
STU000251,Jose Whitney,Grade 9,jose.whitney999@school.edu,ASM00252,History,50,Q000251,B,RES000251,44,88.0,2025-08-05,Mrs. Singh,Excused
STU000253,Lois Holland,Grade 8,lois.holland914@school.edu,ASM00254,Accounts,150,Q000253,A,RES000253,11,7.33,2024-02-11,Ms. Patel,Excused
STU000254,William Tran,Grade 12,william.tran772@school.edu,ASM00255,Biology,100,Q000254,A,RES000254,37,37.0,2024-09-01,Ms. Nair,Late
STU000255,Cliff Hostetler,Grade 8,cliff.hostetler142@school.edu,ASM00256,History,50,Q000255,C,RES000255,40,80.0,2024-03-13,Ms. Nair,Late
STU000256,Ricardo Vargas,Grade 6,ricardo.vargas636@school.edu,ASM00257,Economics,50,Q000256,A,RES000256,7,14.0,2025-01-27,Mr. Shah,Late
STU000257,Megan Cole,Grade 7,megan.cole245@school.edu,ASM00258,Computer Science,75,Q000257,D,RES000257,41,54.67,2024-12-27,Mr. Shah,Present
STU000258,Greg Fleischman,Class 7,greg.fleischman545@school.edu,ASM00259,English,200,Q000258,D,RES000258,94,47.0,2025-11-20,Ms. Patel,Present
STU000259,Dorothy Lester,Grade 8,dorothy.lester152@school.edu,ASM00260,Biology,100,Q000259,B,RES000259,53,53.0,2025-11-29,Mr. Verma,Late
STU000260,Thomas Haywood,Grade 11,thomas.haywood971@school.edu,ASM00261,Geography,100,Q000260,D,RES000260,62,62.0,2025-08-30,Mr. Kumar,Late
STU000261,Carrie Looper,Grade 6,carrie.looper995@school.edu,ASM00262,Chemistry,100,Q000261,B,RES000261,58,58.0,2024-06-19,Mr. Kumar,Absent
STU000262,John Ortiz,Class 6,john.ortiz589@school.edu,ASM00263,English,75,Q000262,C,RES000262,26,34.67,2025-07-29,Mr. Shah,Absent
STU000263,Gail Rojo,Class 6,gail.rojo787@school.edu,ASM00264,History,50,Q000263,C,RES000263,47,94.0,2025-07-13,Mrs. Reddy,Late
STU000264,Gary Branscum,Grade 8,gary.branscum922@school.edu,ASM00265,Economics,100,Q000264,B,RES000264,3,3.0,2025-02-15,Mrs. Singh,Late
STU000265,Martha Cady,Class 7,martha.cady24@school.edu,ASM00266,Computer Science,200,Q000265,A,RES000265,100,50.0,2024-07-18,Mr. Joshi,Excused
STU000266,Cindy Slocum,Class 7,cindy.slocum316@school.edu,ASM00267,Physics,150,Q000266,D,RES000266,106,70.67,2025-03-29,Mr. Verma,Absent
STU000267,Walter Burkholder,Grade 12,walter.burkholder956@school.edu,ASM00268,Physics,150,Q000267,D,RES000267,69,46.0,2025-02-28,Mrs. Reddy,Absent
STU000268,John Adkins,Class 6,john.adkins506@school.edu,ASM00269,Biology,50,Q000268,D,RES000268,9,18.0,2024-09-25,Mrs. Singh,Late
STU000269,Susan Allen,Class 8,abc@gmail.com,ASM00270,Computer Science,100,Q000269,A,RES000269,80,80.0,2025-12-03,Ms. Gupta,Present
STU000270,Barbara Jamerson,Grade 11,barbara.jamerson55@school.edu,ASM00271,Geography,50,Q000270,A,RES000270,18,36.0,2024-10-25,Ms. Gupta,Absent
STU000271,Vanessa Self,Grade 11,vanessa.self702@school.edu,ASM00272,Physics,75,Q000271,C,RES000271,1,1.33,2024-05-20,Mrs. Singh,Excused
STU000272,John Brown,Class 8,john.brown919@school.edu,ASM00273,Economics,150,Q000272,B,RES000272,117,78.0,2024-03-19,Mrs. Reddy,Excused
STU000273,Cedric Pellowski,Grade 6,cedric.pellowski727@school.edu,ASM00274,Physics,75,Q000273,B,RES000273,18,24.0,2025-12-05,Ms. Patel,Absent
STU000274,Judy Cantell,Grade 6,judy.cantell202@school.edu,ASM00275,Economics,150,Q000274,C,RES000274,30,20.0,2024-09-16,Mrs. Singh,Present
STU000275,John Kennedy,Class 8,john.kennedy150@school.edu,ASM00276,History,75,Q000275,A,RES000275,64,85.33,2025-09-19,Mr. Verma,Present
STU000276,Jonathan Neeley,Class 7,jonathan.neeley102@school.edu,ASM00277,Computer Science,200,Q000276,C,RES000276,47,23.5,2025-03-26,Ms. Gupta,Excused
STU000277,Jonathan Frost,Grade 10,jonathan.frost508@school.edu,ASM00278,Economics,50,Q000277,C,RES000277,20,40.0,2025-05-20,Mr. Shah,Late
STU000278,Osvaldo Lambert,Grade 11,osvaldo.lambert72@school.edu,ASM00279,Chemistry,150,Q000278,A,RES000278,26,17.33,2025-02-09,Ms. Patel,Absent
STU000279,Jimmy Wood,Grade 11,jimmy.wood999@school.edu,ASM00280,Biology,50,Q000279,C,RES000279,14,28.0,2025-03-10,Mrs. Reddy,Late
STU000280,Tom Robinson,Class 6,tom.robinson126@school.edu,ASM00281,Computer Science,75,Q000280,A,RES000280,3,4.0,2024-04-11,Mr. Kumar,Present
STU000281,Frank Sanchez,Class 7,frank.sanchez79@school.edu,ASM00282,Computer Science,75,Q000281,C,RES000281,37,49.33,2025-11-08,Ms. Patel,Present
STU000282,Theresa Cardona,Grade 6,theresa.cardona471@school.edu,ASM00283,Chemistry,75,Q000282,D,RES000282,62,82.67,2025-03-17,Mr. Shah,Present
STU000283,Brenda Rees,Grade 6,brenda.rees161@school.edu,ASM00284,Geography,150,Q000283,C,RES000283,96,64.0,2025-09-23,Ms. Gupta,Present
STU000284,Alejandro Morrison,Grade 11,alejandro.morrison913@school.edu,ASM00285,Geography,150,Q000284,A,RES000284,88,58.67,2024-12-31,Ms. Patel,Absent
STU000285,Robert Benton,Grade 11,robert.benton21@school.edu,ASM00286,Mathematics,150,Q000285,A,RES000285,145,96.67,2025-06-11,Ms. Nair,Present
STU000286,Judith Samuelson,Grade 11,judith.samuelson692@school.edu,ASM00287,Computer Science,75,Q000286,D,RES000286,38,50.67,2025-01-07,Ms. Nair,Absent
STU000287,Stanley Keaton,Class 8,stanley.keaton981@school.edu,ASM00288,Physics,100,Q000287,D,RES000287,8,8.0,2025-08-03,Mr. Verma,Late
STU000288,Annette Mauldin,Grade 10,annette.mauldin425@school.edu,ASM00289,Accounts,200,Q000288,B,RES000288,46,23.0,2024-01-20,Mrs. Reddy,Absent
STU000289,Will Hickman,Class 8,will.hickman630@school.edu,ASM00290,Mathematics,100,Q000289,C,RES000289,59,59.0,2024-05-31,Mrs. Singh,Excused
STU000290,Mark Harris,Class 8,mark.harris165@school.edu,ASM00291,Biology,75,Q000290,B,RES000290,14,18.67,2024-06-02,Mr. Sharma,Excused
STU000291,David Frenzel,Class 7,david.frenzel265@school.edu,ASM00292,Chemistry,150,Q000291,C,RES000291,5,3.33,2024-02-26,Mr. Joshi,Excused
STU000292,Margaret Wilkins,Grade 7,margaret.wilkins585@school.edu,ASM00293,Economics,150,Q000292,C,RES000292,23,15.33,2024-08-31,Ms. Patel,Excused
STU000293,Sophia Miller,Grade 6,sophia.miller261@school.edu,ASM00294,Computer Science,50,Q000293,B,RES000293,20,40.0,2025-07-12,Mr. Verma,Absent
STU000294,Travis Brooks,Grade 6,travis.brooks758@school.edu,ASM00295,Biology,200,Q000294,C,RES000294,98,49.0,2024-11-12,Mr. Joshi,Absent
STU000295,Zandra Charles,Grade 10,zandra.charles959@school.edu,ASM00296,Biology,150,Q000295,A,RES000295,81,54.0,2025-10-21,Ms. Gupta,Present
STU000296,Jeanette Rodgers,Grade 7,jeanette.rodgers268@school.edu,ASM00297,History,200,Q000296,A,RES000296,186,93.0,2025-07-14,Mr. Sharma,Absent
STU000297,Stanley Wu,Grade 7,stanley.wu590@school.edu,ASM00298,Chemistry,200,Q000297,D,RES000297,182,91.0,2025-10-26,Mr. Kumar,Excused
STU000298,Sean Adams,Grade 11,sean.adams87@school.edu,ASM00299,Chemistry,150,Q000298,A,RES000298,146,97.33,2024-08-17,Mr. Kumar,Present
STU000299,Laurie Dominguez,Grade 7,laurie.dominguez267@school.edu,ASM00300,History,200,Q000299,D,RES000299,30,15.0,2024-01-15,Mr. Verma,Present
STU000300,James Shelton,Class 8,james.shelton442@school.edu,ASM00301,Biology,75,Q000300,B,RES000300,53,70.67,2024-07-03,Mrs. Singh,Late
STU000301,Frederick Bane,Class 6,abc@gmail.com,ASM00302,Chemistry,150,Q000301,D,RES000301,54,36.0,2025-12-31,Mrs. Singh,Present
STU000303,Joshua Kellogg,Class 7,joshua.kellogg92@school.edu,ASM00304,Geography,100,Q000303,D,RES000303,14,14.0,2024-11-16,Ms. Nair,Late
STU000304,Luisa Lancaster,Grade 11,luisa.lancaster447@school.edu,ASM00305,Computer Science,200,Q000304,B,RES000304,168,84.0,2025-10-13,Mr. Kumar,Present
STU000305,Robert Cleveland,Grade 11,robert.cleveland42@school.edu,ASM00306,Economics,150,Q000305,C,RES000305,126,84.0,2024-04-25,Mr. Shah,Absent
STU000306,Rosemary Jackson,Grade 6,rosemary.jackson218@school.edu,ASM00307,Economics,150,Q000306,A,RES000306,19,12.67,2024-09-09,Mr. Joshi,Present
STU000307,Joyce Mcdaniel,Class 6,joyce.mcdaniel30@school.edu,ASM00308,Computer Science,100,Q000307,A,RES000307,76,76.0,2025-11-04,Mr. Verma,Late
STU000308,Sheri Tilman,Grade 12,sheri.tilman561@school.edu,ASM00309,Physics,100,Q000308,A,RES000308,22,22.0,2024-09-02,Mr. Kumar,Absent
STU000309,Kelsey Morris,Class 8,kelsey.morris826@school.edu,ASM00310,Chemistry,50,Q000309,D,RES000309,23,46.0,2025-06-08,Mr. Joshi,Excused
STU000310,Lorie Dunlap,Grade 7,lorie.dunlap646@school.edu,ASM00311,Mathematics,150,Q000310,D,RES000310,57,38.0,2025-10-25,Mrs. Reddy,Late
STU000312,Susan Tarver,Grade 6,susan.tarver84@school.edu,ASM00313,Physics,75,Q000312,D,RES000312,23,30.67,2025-02-06,Mrs. Reddy,Late
STU000314,Cathy Mersch,Grade 10,cathy.mersch744@school.edu,ASM00315,Accounts,150,Q000314,A,RES000314,77,51.33,2024-03-30,Mr. Sharma,Present
STU000315,Virginia Brown,Class 7,virginia.brown248@school.edu,ASM00316,Biology,100,Q000315,D,RES000315,98,98.0,2025-04-19,Mrs. Reddy,Present
STU000316,Delores Williamson,Grade 9,delores.williamson461@school.edu,ASM00317,Biology,200,Q000316,A,RES000316,100,50.0,2024-02-22,Mr. Shah,Excused
STU000317,Jesse Dillis,Class 8,jesse.dillis526@school.edu,ASM00318,Computer Science,50,Q000317,C,RES000317,33,66.0,2024-01-20,Mrs. Reddy,Late
STU000318,Melvin Shannon,Grade 6,melvin.shannon715@school.edu,ASM00319,Chemistry,75,Q000318,B,RES000318,60,80.0,2024-12-18,Mr. Joshi,Excused
STU000319,Shaun Farr,Grade 8,shaun.farr369@school.edu,ASM00320,Accounts,100,Q000319,B,RES000319,88,88.0,2024-03-29,Mrs. Reddy,Absent
STU000320,Frank Kelley,Grade 10,frank.kelley19@school.edu,ASM00321,History,75,Q000320,D,RES000320,64,85.33,2024-02-02,Ms. Gupta,Absent
STU000321,Miranda Webb,Class 7,miranda.webb918@school.edu,ASM00322,Accounts,50,Q000321,A,RES000321,28,56.0,2025-04-13,Mrs. Singh,Present
STU000322,Harriet Morrow,Class 7,harriet.morrow726@school.edu,ASM00323,Computer Science,75,Q000322,B,RES000322,46,61.33,2024-12-08,Ms. Gupta,Excused
STU000323,Bonita Dobratz,Grade 11,bonita.dobratz382@school.edu,ASM00324,Biology,200,Q000323,D,RES000323,107,53.5,2024-08-21,Ms. Gupta,Excused
STU000325,Patricia Reta,Grade 10,patricia.reta718@school.edu,ASM00326,History,50,Q000325,B,RES000325,17,34.0,2025-06-24,Ms. Nair,Excused
STU000326,Beatrice Brothern,Grade 10,beatrice.brothern795@school.edu,ASM00327,Physics,200,Q000326,C,RES000326,85,42.5,2025-02-03,Mr. Kumar,Present
STU000327,Martha Branson,Grade 12,martha.branson248@school.edu,ASM00328,Economics,50,Q000327,C,RES000327,23,46.0,2024-09-22,Ms. Nair,Present
STU000328,Cruz Cobb,Class 8,cruz.cobb825@school.edu,ASM00329,Economics,100,Q000328,B,RES000328,38,38.0,2024-10-18,Ms. Gupta,Absent
STU000329,Jason Ellis,Grade 7,jason.ellis849@school.edu,ASM00330,Physics,150,Q000329,A,RES000329,33,22.0,2025-05-02,Mr. Verma,Excused
STU000331,Frederick Kocon,Grade 7,frederick.kocon419@school.edu,ASM00332,History,50,Q000331,C,RES000331,33,66.0,2024-06-05,Mr. Kumar,Late
STU000332,Miranda Grenier,Grade 9,miranda.grenier911@school.edu,ASM00333,Chemistry,50,Q000332,A,RES000332,7,14.0,2025-07-14,Ms. Gupta,Excused
STU000333,Heather Gantt,Grade 8,abc@gmail.com,ASM00334,Economics,150,Q000333,D,RES000333,114,76.0,2024-06-01,Mrs. Reddy,Absent
STU000334,Amy Robinson,Class 8,amy.robinson170@school.edu,ASM00335,English,200,Q000334,A,RES000334,21,10.5,2024-07-16,Mr. Shah,Excused
STU000335,Diana Rozier,Class 8,diana.rozier211@school.edu,ASM00336,Computer Science,200,Q000335,A,RES000335,155,77.5,2024-11-24,Mr. Shah,Present
STU000336,Daryl Bond,Grade 8,daryl.bond102@school.edu,ASM00337,English,75,Q000336,D,RES000336,32,42.67,2024-04-01,Mr. Sharma,Present
STU000337,Robert Mckay,Grade 10,robert.mckay423@school.edu,ASM00338,Geography,50,Q000337,B,RES000337,12,24.0,2024-09-02,Mr. Shah,Excused
STU000338,Osvaldo Lora,Grade 6,osvaldo.lora649@school.edu,ASM00339,English,75,Q000338,D,RES000338,71,94.67,2025-10-29,Mr. Kumar,Present
STU000339,Joyce Kinneman,Class 7,joyce.kinneman976@school.edu,ASM00340,Computer Science,50,Q000339,B,RES000339,29,58.0,2025-09-27,Mr. Joshi,Present
STU000340,Ruth Struck,Grade 10,ruth.struck861@school.edu,ASM00341,Mathematics,200,Q000340,D,RES000340,144,72.0,2024-03-12,Mrs. Singh,Absent
STU000341,George Dobratz,Class 6,george.dobratz651@school.edu,ASM00342,English,100,Q000341,C,RES000341,43,43.0,2024-08-03,Mr. Sharma,Absent
STU000342,Ernest Gross,Class 6,ernest.gross570@school.edu,ASM00343,Geography,50,Q000342,A,RES000342,34,68.0,2024-02-01,Mr. Sharma,Excused
STU000344,Virginia Thrill,Class 8,virginia.thrill114@school.edu,ASM00345,Economics,75,Q000344,B,RES000344,70,93.33,2024-07-17,Mrs. Singh,Absent
STU000345,Eleanor Saleha,Class 7,eleanor.saleha695@school.edu,ASM00346,Accounts,200,Q000345,A,RES000345,116,58.0,2024-01-03,Mrs. Reddy,Excused
STU000346,Andrew Morrow,Grade 10,abc@gmail.com,ASM00347,Geography,100,Q000346,A,RES000346,0,0.0,2025-02-05,Mrs. Singh,Absent
STU000347,Eric Lester,Grade 7,eric.lester642@school.edu,ASM00348,Mathematics,150,Q000347,C,RES000347,6,4.0,2025-08-29,Mr. Sharma,Absent
STU000348,Julie Wilson,Class 8,julie.wilson795@school.edu,ASM00349,Computer Science,150,Q000348,A,RES000348,148,98.67,2024-05-07,Mr. Kumar,Excused
STU000349,William Frost,Grade 12,william.frost626@school.edu,ASM00350,Physics,50,Q000349,D,RES000349,35,70.0,2024-02-23,Ms. Nair,Present
STU000351,Carrie Klein,Grade 10,carrie.klein653@school.edu,ASM00352,History,150,Q000351,A,RES000351,113,75.33,2024-07-09,Ms. Gupta,Absent
STU000352,Brian Bane,Class 8,brian.bane481@school.edu,ASM00353,History,100,Q000352,B,RES000352,1,1.0,2025-06-14,Mr. Sharma,Absent
STU000353,Linda Lopez,Grade 7,linda.lopez931@school.edu,ASM00354,History,150,Q000353,C,RES000353,119,79.33,2025-09-06,Mr. Sharma,Excused
STU000355,Micah Pedersen,Grade 11,micah.pedersen647@school.edu,ASM00356,Mathematics,75,Q000355,C,RES000355,25,33.33,2024-10-17,Mr. Kumar,Late
STU000358,Jack Ross,Class 6,jack.ross745@school.edu,ASM00359,Accounts,75,Q000358,C,RES000358,65,86.67,2025-02-01,Mrs. Reddy,Excused
STU000359,Zack Rivera,Class 8,zack.rivera596@school.edu,ASM00360,Mathematics,75,Q000359,B,RES000359,25,33.33,2025-04-07,Ms. Gupta,Excused
STU000360,Darnell March,Class 6,darnell.march87@school.edu,ASM00361,Economics,75,Q000360,C,RES000360,74,98.67,2024-02-12,Mrs. Reddy,Excused
STU000361,Daryl Jackson,Grade 10,daryl.jackson453@school.edu,ASM00362,Physics,50,Q000361,A,RES000361,18,36.0,2025-05-28,Mr. Shah,Absent
